state,msa,jobtitle,capacity,density,medianSalary
TX,"Dallas-Fort Worth-Arlington, TX","Maintenance Workers, Machinery",0.772,1.15,39870
TX,"Dallas-Fort Worth-Arlington, TX",Millwrights,0.136,0.47,42180
TX,"Dallas-Fort Worth-Arlington, TX",Electrical Power-Line Installers and Repairers,0.726,0.86,56320
TX,"Dallas-Fort Worth-Arlington, TX",Telecommunications Line Installers and Repairers,0.682,0.81,48540
TX,"Dallas-Fort Worth-Arlington, TX",Medical Equipment Repairers,0.270,0.88,44340
TX,"Dallas-Fort Worth-Arlington, TX",Watch Repairers,0.055,3.09,52340
TX,"Dallas-Fort Worth-Arlington, TX","Precision Instrument and Equipment Repairers, All Other",0.098,1.18,47240
TX,"Dallas-Fort Worth-Arlington, TX","Maintenance and Repair Workers, General",9.561,1.01,34470
TX,"Dallas-Fort Worth-Arlington, TX","Coin, Vending, and Amusement Machine Servicers and Repairers",0.149,0.65,27830
TX,"Dallas-Fort Worth-Arlington, TX",Locksmiths and Safe Repairers,0.197,1.56,33160
TX,"Dallas-Fort Worth-Arlington, TX",Riggers,0.095,0.63,38640
TX,"Dallas-Fort Worth-Arlington, TX","Helpers--Installation, Maintenance, and Repair Workers",1.358,1.44,29060
TX,"Dallas-Fort Worth-Arlington, TX","Installation, Maintenance, and Repair Workers, All Other",0.877,0.86,34080
TX,"Dallas-Fort Worth-Arlington, TX",Production Occupations,58.945,0.89,28900
TX,"Dallas-Fort Worth-Arlington, TX",First-Line Supervisors of Production and Operating Workers,3.708,0.85,57630
TX,"Dallas-Fort Worth-Arlington, TX","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.524,1.74,0
TX,"Dallas-Fort Worth-Arlington, TX","Coil Winders, Tapers, and Finishers",0.063,0.57,23990
TX,"Dallas-Fort Worth-Arlington, TX",Electrical and Electronic Equipment Assemblers,1.696,1.11,26850
TX,"Dallas-Fort Worth-Arlington, TX",Electromechanical Equipment Assemblers,0.408,1.17,28850
TX,"Dallas-Fort Worth-Arlington, TX",Engine and Other Machine Assemblers,0.285,1.01,38690
TX,"Dallas-Fort Worth-Arlington, TX",Structural Metal Fabricators and Fitters,0.428,0.74,32290
TX,"Dallas-Fort Worth-Arlington, TX",Fiberglass Laminators and Fabricators,0,0,27800
TX,"Dallas-Fort Worth-Arlington, TX",Team Assemblers,7.627,0.92,24340
TX,"Dallas-Fort Worth-Arlington, TX","Assemblers and Fabricators, All Other",1.767,1.00,23640
TX,"Dallas-Fort Worth-Arlington, TX",Bakers,1.205,0.94,22800
TX,"Dallas-Fort Worth-Arlington, TX",Butchers and Meat Cutters,0.721,0.71,26850
TX,"Dallas-Fort Worth-Arlington, TX","Meat, Poultry, and Fish Cutters and Trimmers",0.272,0.24,18680
TX,"Dallas-Fort Worth-Arlington, TX",Slaughterers and Meat Packers,0.332,0.52,19680
TX,"Dallas-Fort Worth-Arlington, TX","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.161,1.15,23810
TX,"Dallas-Fort Worth-Arlington, TX",Food Batchmakers,1.050,1.17,21300
TX,"Dallas-Fort Worth-Arlington, TX",Food Cooking Machine Operators and Tenders,0.269,0.99,23970
TX,"Dallas-Fort Worth-Arlington, TX","Food Processing Workers, All Other",0.278,0.86,20820
TX,"Dallas-Fort Worth-Arlington, TX","Computer-Controlled Machine Tool Operators, Metal and Plastic",0.740,0.68,34910
TX,"Dallas-Fort Worth-Arlington, TX","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",0.154,0.83,49250
TX,"Dallas-Fort Worth-Arlington, TX","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.408,0.76,28740
TX,"Dallas-Fort Worth-Arlington, TX","Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.196,1.24,32010
TX,"Dallas-Fort Worth-Arlington, TX","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.103,0.42,28730
TX,"Dallas-Fort Worth-Arlington, TX","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1.462,1.04,28450
TX,"Dallas-Fort Worth-Arlington, TX","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.128,0.99,41470
TX,"Dallas-Fort Worth-Arlington, TX","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.403,0.78,28580
TX,"Dallas-Fort Worth-Arlington, TX","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.213,0.68,37450
TX,"Dallas-Fort Worth-Arlington, TX","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.292,1.78,41880
TX,"Dallas-Fort Worth-Arlington, TX",Machinists,2.577,0.89,37120
TX,"Dallas-Fort Worth-Arlington, TX",Metal-Refining Furnace Operators and Tenders,0.032,0.21,35940
TX,"Dallas-Fort Worth-Arlington, TX","Pourers and Casters, Metal",0.048,0.67,27650
TX,"Dallas-Fort Worth-Arlington, TX","Model Makers, Metal and Plastic",0.017,0.37,43240
TX,"Dallas-Fort Worth-Arlington, TX","Patternmakers, Metal and Plastic",0.025,0.89,42960
TX,"Dallas-Fort Worth-Arlington, TX",Foundry Mold and Coremakers,0.057,0.65,27570
TX,"Dallas-Fort Worth-Arlington, TX","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.803,0.84,25640
TX,"Dallas-Fort Worth-Arlington, TX","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.477,0.66,30350
TX,"Dallas-Fort Worth-Arlington, TX",Tool and Die Makers,0.198,0.35,46060
TX,"Dallas-Fort Worth-Arlington, TX","Welders, Cutters, Solderers, and Brazers",2.915,1.07,34780
TX,"Dallas-Fort Worth-Arlington, TX","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.188,0.46,31500
TX,"Dallas-Fort Worth-Arlington, TX","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.107,0.69,30600
TX,"Dallas-Fort Worth-Arlington, TX","Layout Workers, Metal and Plastic",0,0,41600
TX,"Dallas-Fort Worth-Arlington, TX","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",0.208,0.78,24620
TX,"Dallas-Fort Worth-Arlington, TX","Tool Grinders, Filers, and Sharpeners",0.054,0.68,26160
TX,"Dallas-Fort Worth-Arlington, TX","Metal Workers and Plastic Workers, All Other",0.134,0.82,30550
TX,"Dallas-Fort Worth-Arlington, TX",Prepress Technicians and Workers,0.224,0.83,38990
TX,"Dallas-Fort Worth-Arlington, TX",Printing Press Operators,1.252,1.01,38240
TX,"Dallas-Fort Worth-Arlington, TX",Print Binding and Finishing Workers,0.357,0.94,29910
TX,"Dallas-Fort Worth-Arlington, TX",Laundry and Dry-Cleaning Workers,1.087,0.74,18870
TX,"Dallas-Fort Worth-Arlington, TX","Pressers, Textile, Garment, and Related Materials",0.597,1.61,18370
TX,"Dallas-Fort Worth-Arlington, TX",Sewing Machine Operators,0.926,0.88,22180
TX,"Dallas-Fort Worth-Arlington, TX",Shoe and Leather Workers and Repairers,0.121,2.12,21530
TX,"Dallas-Fort Worth-Arlington, TX","Sewers, Hand",0.091,2.06,21070
TX,"Dallas-Fort Worth-Arlington, TX","Tailors, Dressmakers, and Custom Sewers",0.164,1.10,24100
TX,"Dallas-Fort Worth-Arlington, TX","Textile Cutting Machine Setters, Operators, and Tenders",0.192,1.80,22150
TX,"Dallas-Fort Worth-Arlington, TX","Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0,0,23250
TX,"Dallas-Fort Worth-Arlington, TX","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0.108,0.74,24750
TX,"Dallas-Fort Worth-Arlington, TX",Fabric and Apparel Patternmakers,0.025,0.61,32290
TX,"Dallas-Fort Worth-Arlington, TX",Upholsterers,0.254,1.15,27850
TX,"Dallas-Fort Worth-Arlington, TX","Textile, Apparel, and Furnishings Workers, All Other",0.071,0.59,28860
TX,"Dallas-Fort Worth-Arlington, TX",Cabinetmakers and Bench Carpenters,1.061,1.63,25740
TX,"Dallas-Fort Worth-Arlington, TX",Furniture Finishers,0.084,0.74,29100
TX,"Dallas-Fort Worth-Arlington, TX","Sawing Machine Setters, Operators, and Tenders, Wood",0.243,0.71,22760
TX,"Dallas-Fort Worth-Arlington, TX","Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0.191,0.36,22560
TX,"Dallas-Fort Worth-Arlington, TX",Power Distributors and Dispatchers,0,0,61950
TX,"Dallas-Fort Worth-Arlington, TX",Power Plant Operators,0.140,0.47,66740
TX,"Dallas-Fort Worth-Arlington, TX",Stationary Engineers and Boiler Operators,0.084,0.30,49190
TX,"Dallas-Fort Worth-Arlington, TX",Water and Wastewater Treatment Plant and System Operators,0.570,0.69,37380
TX,"Dallas-Fort Worth-Arlington, TX",Chemical Plant and System Operators,0,0,56980
TX,"Dallas-Fort Worth-Arlington, TX",Gas Plant Operators,0.054,0.44,58570
TX,"Dallas-Fort Worth-Arlington, TX","Petroleum Pump System Operators, Refinery Operators, and Gaugers",0.151,0.49,54760
TX,"Dallas-Fort Worth-Arlington, TX","Plant and System Operators, All Other",0.040,0.47,55030
TX,"Dallas-Fort Worth-Arlington, TX",Chemical Equipment Operators and Tenders,0.552,1.15,0
TX,"Dallas-Fort Worth-Arlington, TX","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",0.225,0.70,31900
TX,"Dallas-Fort Worth-Arlington, TX","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",0.104,0.47,25550
TX,"Dallas-Fort Worth-Arlington, TX","Grinding and Polishing Workers, Hand",0.222,1.02,24460
TX,"Dallas-Fort Worth-Arlington, TX","Mixing and Blending Machine Setters, Operators, and Tenders",0.817,0.90,30220
TX,"Dallas-Fort Worth-Arlington, TX","Cutters and Trimmers, Hand",0.101,0.88,26590
TX,"Dallas-Fort Worth-Arlington, TX","Cutting and Slicing Machine Setters, Operators, and Tenders",0.466,1.01,29480
TX,"Dallas-Fort Worth-Arlington, TX","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",0.528,1.06,28610
TX,"Dallas-Fort Worth-Arlington, TX","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0.108,0.71,28440
TX,"Dallas-Fort Worth-Arlington, TX","Inspectors, Testers, Sorters, Samplers, and Weighers",3.691,1.02,34700
TX,"Dallas-Fort Worth-Arlington, TX",Jewelers and Precious Stone and Metal Workers,0.321,1.87,41880
TX,"Dallas-Fort Worth-Arlington, TX",Dental Laboratory Technicians,0.239,0.91,37830
TX,"Dallas-Fort Worth-Arlington, TX",Medical Appliance Technicians,0.063,0.64,38210
TX,"Dallas-Fort Worth-Arlington, TX",Ophthalmic Laboratory Technicians,0.406,1.99,25370
TX,"Dallas-Fort Worth-Arlington, TX",Packaging and Filling Machine Operators and Tenders,2.532,0.90,24050
TX,"Dallas-Fort Worth-Arlington, TX","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",0.720,1.07,28470
TX,"Dallas-Fort Worth-Arlington, TX","Painters, Transportation Equipment",0.495,1.34,43780
TX,"Dallas-Fort Worth-Arlington, TX","Painting, Coating, and Decorating Workers",0.104,0.86,21550
TX,"Dallas-Fort Worth-Arlington, TX",Semiconductor Processors,0.449,2.57,33130
TX,"Dallas-Fort Worth-Arlington, TX",Photographic Process Workers and Processing Machine Operators,0.195,0.92,23490
TX,"Dallas-Fort Worth-Arlington, TX",Adhesive Bonding Machine Operators and Tenders,0.526,3.91,49430
TX,"Dallas-Fort Worth-Arlington, TX","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0.087,0.68,26680
TX,"Dallas-Fort Worth-Arlington, TX",Cooling and Freezing Equipment Operators and Tenders,0,0,24930
TX,"Dallas-Fort Worth-Arlington, TX",Etchers and Engravers,0.192,3.00,27870
TX,"Dallas-Fort Worth-Arlington, TX","Molders, Shapers, and Casters, Except Metal and Plastic",0.274,1.07,22690
TX,"Dallas-Fort Worth-Arlington, TX","Paper Goods Machine Setters, Operators, and Tenders",0.842,1.23,30280
TX,"Dallas-Fort Worth-Arlington, TX",Helpers--Production Workers,2.930,0.94,22060
TX,"Dallas-Fort Worth-Arlington, TX","Production Workers, All Other",0.575,0.36,24440
TX,"Dallas-Fort Worth-Arlington, TX",Transportation and Material Moving Occupations,71.960,1.05,27190
TX,"Dallas-Fort Worth-Arlington, TX",Aircraft Cargo Handling Supervisors,0.091,2.14,48580
TX,"Dallas-Fort Worth-Arlington, TX","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",1.493,1.17,46880
TX,"Dallas-Fort Worth-Arlington, TX",First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,1.838,1.26,55420
TX,"Dallas-Fort Worth-Arlington, TX","Airline Pilots, Copilots, and Flight Engineers",0,0,151220
TX,"Dallas-Fort Worth-Arlington, TX",Commercial Pilots,0.390,1.38,85990
TX,"Dallas-Fort Worth-Arlington, TX",Airfield Operations Specialists,0.067,1.28,58450
TX,"Dallas-Fort Worth-Arlington, TX",Flight Attendants,0,0,68190
TX,"Dallas-Fort Worth-Arlington, TX","Ambulance Drivers and Attendants, Except Emergency Medical Technicians",0.039,0.27,23140
TX,"Dallas-Fort Worth-Arlington, TX","Bus Drivers, Transit and Intercity",0.770,0.66,40890
TX,"Dallas-Fort Worth-Arlington, TX","Bus Drivers, School or Special Client",2.060,0.56,20560
TX,"Dallas-Fort Worth-Arlington, TX",Driver/Sales Workers,4.479,1.49,22400
TX,"Dallas-Fort Worth-Arlington, TX",Heavy and Tractor-Trailer Truck Drivers,13.355,1.11,37950
TX,"Dallas-Fort Worth-Arlington, TX",Light Truck or Delivery Services Drivers,5.562,0.94,29580
TX,"Dallas-Fort Worth-Arlington, TX",Taxi Drivers and Chauffeurs,1.155,0.88,23220
TX,"Dallas-Fort Worth-Arlington, TX","Motor Vehicle Operators, All Other",0.477,1.11,36760
TX,"Dallas-Fort Worth-Arlington, TX",Sailors and Marine Oilers,0.059,0.29,36230
TX,"Dallas-Fort Worth-Arlington, TX",Parking Lot Attendants,1.761,1.74,19660
TX,"Dallas-Fort Worth-Arlington, TX",Automotive and Watercraft Service Attendants,0.926,1.19,21800
TX,"Dallas-Fort Worth-Arlington, TX",Traffic Technicians,0.096,2.00,40180
TX,"Dallas-Fort Worth-Arlington, TX",Transportation Inspectors,0.265,1.47,92790
TX,"Dallas-Fort Worth-Arlington, TX","Transportation Attendants, Except Flight Attendants",0,0,19130
TX,"Dallas-Fort Worth-Arlington, TX","Transportation Workers, All Other",0.204,0.69,49750
TX,"Dallas-Fort Worth-Arlington, TX",Conveyor Operators and Tenders,0.233,0.81,35200
TX,"Dallas-Fort Worth-Arlington, TX",Crane and Tower Operators,0,0,47990
TX,"Dallas-Fort Worth-Arlington, TX",Excavating and Loading Machine and Dragline Operators,0,0,31550
TX,"Dallas-Fort Worth-Arlington, TX",Hoist and Winch Operators,0.019,0.91,28290
TX,"Dallas-Fort Worth-Arlington, TX",Industrial Truck and Tractor Operators,4.037,1.05,28060
TX,"Dallas-Fort Worth-Arlington, TX",Cleaners of Vehicles and Equipment,2.943,1.24,20350
TX,"Dallas-Fort Worth-Arlington, TX","Laborers and Freight, Stock, and Material Movers, Hand",20.696,1.17,23110
TX,"Dallas-Fort Worth-Arlington, TX",Machine Feeders and Offbearers,0.613,0.79,37750
TX,"Dallas-Fort Worth-Arlington, TX","Packers and Packagers, Hand",5.081,0.99,19150
TX,"Dallas-Fort Worth-Arlington, TX",Gas Compressor and Gas Pumping Station Operators,0,0,58080
TX,"Dallas-Fort Worth-Arlington, TX","Pump Operators, Except Wellhead Pumpers",0,0,30310
TX,"Dallas-Fort Worth-Arlington, TX",Wellhead Pumpers,0.113,1.20,48770
TX,"Dallas-Fort Worth-Arlington, TX",Refuse and Recyclable Material Collectors,0.533,0.63,26720
TX,"Dallas-Fort Worth-Arlington, TX","Tank Car, Truck, and Ship Loaders",0.068,0.73,40080
TX,"Dallas-Fort Worth-Arlington, TX","Material Moving Workers, All Other",0,0,32390
WA,"Seattle-Tacoma-Bellevue, WA",All Occupations,1000.000,1.00,45040
WA,"Seattle-Tacoma-Bellevue, WA",Management Occupations,51.135,1.02,112120
WA,"Seattle-Tacoma-Bellevue, WA",Chief Executives,1.459,0.80,0
WA,"Seattle-Tacoma-Bellevue, WA",General and Operations Managers,11.877,0.78,113810
WA,"Seattle-Tacoma-Bellevue, WA",Legislators,0.121,0.30,60540
WA,"Seattle-Tacoma-Bellevue, WA",Advertising and Promotions Managers,0.305,1.40,111730
WA,"Seattle-Tacoma-Bellevue, WA",Marketing Managers,2.309,1.69,133340
WA,"Seattle-Tacoma-Bellevue, WA",Sales Managers,3.277,1.23,112700
WA,"Seattle-Tacoma-Bellevue, WA",Public Relations and Fundraising Managers,0.732,1.74,98700
WA,"Seattle-Tacoma-Bellevue, WA",Administrative Services Managers,1.781,0.90,92810
WA,"Seattle-Tacoma-Bellevue, WA",Computer and Information Systems Managers,4.440,1.82,142920
WA,"Seattle-Tacoma-Bellevue, WA",Financial Managers,4.266,1.11,112580
WA,"Seattle-Tacoma-Bellevue, WA",Industrial Production Managers,1.000,0.81,107100
WA,"Seattle-Tacoma-Bellevue, WA",Purchasing Managers,0.818,1.56,123170
WA,"Seattle-Tacoma-Bellevue, WA","Transportation, Storage, and Distribution Managers",1.070,1.36,98560
WA,"Seattle-Tacoma-Bellevue, WA",Compensation and Benefits Managers,0.124,1.02,116900
WA,"Seattle-Tacoma-Bellevue, WA",Human Resources Managers,1.238,1.43,114170
WA,"Seattle-Tacoma-Bellevue, WA",Training and Development Managers,0.219,0.99,106940
WA,"Seattle-Tacoma-Bellevue, WA",Construction Managers,2.042,1.21,95390
WA,"Seattle-Tacoma-Bellevue, WA","Education Administrators, Preschool and Childcare Center/Program",0.383,1.10,37330
WA,"Seattle-Tacoma-Bellevue, WA","Education Administrators, Elementary and Secondary School",1.102,0.64,110830
WA,"Seattle-Tacoma-Bellevue, WA","Education Administrators, Postsecondary",0.707,0.73,89240
WA,"Seattle-Tacoma-Bellevue, WA","Education Administrators, All Other",0.301,1.28,72390
WA,"Seattle-Tacoma-Bellevue, WA",Architectural and Engineering Managers,2.056,1.55,143070
WA,"Seattle-Tacoma-Bellevue, WA",Food Service Managers,1.085,0.74,52180
WA,"Seattle-Tacoma-Bellevue, WA",Funeral Service Managers,0.025,0.41,62270
WA,"Seattle-Tacoma-Bellevue, WA",Gaming Managers,0.030,1.04,74050
WA,"Seattle-Tacoma-Bellevue, WA",Lodging Managers,0.152,0.65,50190
WA,"Seattle-Tacoma-Bellevue, WA",Medical and Health Services Managers,2.421,1.05,106600
WA,"Seattle-Tacoma-Bellevue, WA",Natural Sciences Managers,0.630,1.60,148530
WA,"Seattle-Tacoma-Bellevue, WA",Postmasters and Mail Superintendents,0.039,0.30,77630
WA,"Seattle-Tacoma-Bellevue, WA","Property, Real Estate, and Community Association Managers",1.383,1.09,67520
WA,"Seattle-Tacoma-Bellevue, WA",Social and Community Service Managers,0.879,1.02,63680
WA,"Seattle-Tacoma-Bellevue, WA",Emergency Management Directors,0.039,0.54,91700
WA,"Seattle-Tacoma-Bellevue, WA","Managers, All Other",2.820,1.05,105530
WA,"Seattle-Tacoma-Bellevue, WA",Business and Financial Operations Occupations,70.426,1.39,72210
WA,"Seattle-Tacoma-Bellevue, WA","Buyers and Purchasing Agents, Farm Products",0.038,0.46,80870
WA,"Seattle-Tacoma-Bellevue, WA","Wholesale and Retail Buyers, Except Farm Products",0,0,51170
WA,"Seattle-Tacoma-Bellevue, WA","Purchasing Agents, Except Wholesale, Retail, and Farm Products",4.132,1.94,70570
WA,"Seattle-Tacoma-Bellevue, WA","Claims Adjusters, Examiners, and Investigators",2.421,1.23,68050
WA,"Seattle-Tacoma-Bellevue, WA","Insurance Appraisers, Auto Damage",0.091,0.90,65610
WA,"Seattle-Tacoma-Bellevue, WA",Compliance Officers,2.107,1.15,70180
WA,"Seattle-Tacoma-Bellevue, WA",Cost Estimators,2.033,1.31,71960
WA,"Seattle-Tacoma-Bellevue, WA",Human Resources Specialists,4.636,1.37,67940
WA,"Seattle-Tacoma-Bellevue, WA",Labor Relations Specialists,0.763,1.29,73170
WA,"Seattle-Tacoma-Bellevue, WA",Management Analysts,6.991,1.61,97060
WA,"Seattle-Tacoma-Bellevue, WA","Meeting, Convention, and Event Planners",0,0,47610
WA,"Seattle-Tacoma-Bellevue, WA",Fundraisers,0.820,2.01,51250
WA,"Seattle-Tacoma-Bellevue, WA","Compensation, Benefits, and Job Analysis Specialists",0.682,1.14,71640
WA,"Seattle-Tacoma-Bellevue, WA",Training and Development Specialists,1.949,1.10,68410
WA,"Seattle-Tacoma-Bellevue, WA",Market Research Analysts and Marketing Specialists,6.832,1.97,74220
WA,"Seattle-Tacoma-Bellevue, WA","Business Operations Specialists, All Other",11.947,1.73,70590
WA,"Seattle-Tacoma-Bellevue, WA",Accountants and Auditors,9.830,1.12,69890
WA,"Seattle-Tacoma-Bellevue, WA",Appraisers and Assessors of Real Estate,0,0,73280
WA,"Seattle-Tacoma-Bellevue, WA",Budget Analysts,0.766,1.81,75900
WA,"Seattle-Tacoma-Bellevue, WA",Credit Analysts,0.305,0.59,83760
WA,"Seattle-Tacoma-Bellevue, WA",Financial Analysts,1.565,0.81,77360
WA,"Seattle-Tacoma-Bellevue, WA",Personal Financial Advisors,1.618,1.11,95660
WA,"Seattle-Tacoma-Bellevue, WA",Insurance Underwriters,0.831,1.22,74570
WA,"Seattle-Tacoma-Bellevue, WA",Financial Examiners,0.133,0.49,82190
WA,"Seattle-Tacoma-Bellevue, WA",Credit Counselors,0.146,0.67,43060
WA,"Seattle-Tacoma-Bellevue, WA",Loan Officers,2.090,0.94,64460
WA,"Seattle-Tacoma-Bellevue, WA","Tax Examiners and Collectors, and Revenue Agents",0,0,48940
WA,"Seattle-Tacoma-Bellevue, WA",Tax Preparers,0.275,0.54,30400
WA,"Seattle-Tacoma-Bellevue, WA","Financial Specialists, All Other",0,0,62850
WA,"Seattle-Tacoma-Bellevue, WA",Computer and Mathematical Occupations,65.920,2.32,104570
WA,"Seattle-Tacoma-Bellevue, WA",Computer Systems Analysts,6.888,1.76,95810
WA,"Seattle-Tacoma-Bellevue, WA",Information Security Analysts,0.913,1.54,101870
WA,"Seattle-Tacoma-Bellevue, WA",Computer Programmers,7.147,3.20,119070
WA,"Seattle-Tacoma-Bellevue, WA","Software Developers, Applications",26.111,5.14,115460
WA,"Seattle-Tacoma-Bellevue, WA","Software Developers, Systems Software",5.068,1.79,115330
WA,"Seattle-Tacoma-Bellevue, WA",Web Developers,2.292,2.56,83800
WA,"Seattle-Tacoma-Bellevue, WA",Database Administrators,1.042,1.25,97870
WA,"Seattle-Tacoma-Bellevue, WA",Network and Computer Systems Administrators,3.209,1.19,86790
WA,"Seattle-Tacoma-Bellevue, WA",Computer Network Architects,1.713,1.65,113780
WA,"Seattle-Tacoma-Bellevue, WA",Computer User Support Specialists,5.877,1.41,53170
WA,"Seattle-Tacoma-Bellevue, WA",Computer Network Support Specialists,1.497,1.16,70790
WA,"Seattle-Tacoma-Bellevue, WA","Computer Occupations, All Other",1.914,1.22,68040
WA,"Seattle-Tacoma-Bellevue, WA",Actuaries,0.258,1.63,92760
WA,"Seattle-Tacoma-Bellevue, WA",Operations Research Analysts,1.105,1.72,88890
WA,"Seattle-Tacoma-Bellevue, WA",Statisticians,0.410,2.06,84820
WA,"Seattle-Tacoma-Bellevue, WA",Architecture and Engineering Occupations,30.530,1.71,88380
WA,"Seattle-Tacoma-Bellevue, WA","Architects, Except Landscape and Naval",1.425,2.17,70630
WA,"Seattle-Tacoma-Bellevue, WA",Landscape Architects,0.343,2.56,64990
WA,"Seattle-Tacoma-Bellevue, WA",Cartographers and Photogrammetrists,0.156,1.82,78530
WA,"Seattle-Tacoma-Bellevue, WA",Surveyors,0.270,0.87,74800
WA,"Seattle-Tacoma-Bellevue, WA",Aerospace Engineers,4.803,9.39,0
WA,"Seattle-Tacoma-Bellevue, WA",Biomedical Engineers,0.150,1.01,61410
WA,"Seattle-Tacoma-Bellevue, WA",Chemical Engineers,0.110,0.44,90510
WA,"Seattle-Tacoma-Bellevue, WA",Civil Engineers,3.735,1.92,84160
WA,"Seattle-Tacoma-Bellevue, WA",Computer Hardware Engineers,0.830,1.47,104630
WA,"Seattle-Tacoma-Bellevue, WA",Electrical Engineers,2.434,1.88,103100
WA,"Seattle-Tacoma-Bellevue, WA","Electronics Engineers, Except Computer",0,0,108100
WA,"Seattle-Tacoma-Bellevue, WA",Environmental Engineers,0.509,1.29,92450
WA,"Seattle-Tacoma-Bellevue, WA","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.128,0.71,91100
WA,"Seattle-Tacoma-Bellevue, WA",Industrial Engineers,3.304,1.88,0
WA,"Seattle-Tacoma-Bellevue, WA",Marine Engineers and Naval Architects,0.266,4.75,91140
WA,"Seattle-Tacoma-Bellevue, WA",Mechanical Engineers,2.338,1.17,91350
WA,"Seattle-Tacoma-Bellevue, WA","Mining and Geological Engineers, Including Mining Safety Engineers",0.027,0.44,87140
WA,"Seattle-Tacoma-Bellevue, WA","Engineers, All Other",1.503,1.63,83540
WA,"Seattle-Tacoma-Bellevue, WA",Architectural and Civil Drafters,0.671,0.99,57880
WA,"Seattle-Tacoma-Bellevue, WA",Electrical and Electronics Drafters,0.462,2.12,0
WA,"Seattle-Tacoma-Bellevue, WA",Mechanical Drafters,1.143,2.41,76170
WA,"Seattle-Tacoma-Bellevue, WA","Drafters, All Other",0.295,2.79,56810
WA,"Seattle-Tacoma-Bellevue, WA",Civil Engineering Technicians,0.426,0.81,59450
WA,"Seattle-Tacoma-Bellevue, WA",Electrical and Electronics Engineering Technicians,0,0,63630
WA,"Seattle-Tacoma-Bellevue, WA",Environmental Engineering Technicians,0.098,0.73,66440
WA,"Seattle-Tacoma-Bellevue, WA",Mechanical Engineering Technicians,0.287,0.82,63620
WA,"Seattle-Tacoma-Bellevue, WA","Engineering Technicians, Except Drafters, All Other",0.220,0.44,70640
WA,"Seattle-Tacoma-Bellevue, WA",Surveying and Mapping Technicians,0.341,0.91,55060
WA,"Seattle-Tacoma-Bellevue, WA","Life, Physical, and Social Science Occupations",10.759,1.27,66180
WA,"Seattle-Tacoma-Bellevue, WA",Food Scientists and Technologists,0.051,0.49,67820
WA,"Seattle-Tacoma-Bellevue, WA",Soil and Plant Scientists,0,0,70460
WA,"Seattle-Tacoma-Bellevue, WA",Biochemists and Biophysicists,0.174,0.75,78040
WA,"Seattle-Tacoma-Bellevue, WA",Microbiologists,0.215,1.40,66000
WA,"Seattle-Tacoma-Bellevue, WA",Zoologists and Wildlife Biologists,0.450,3.20,73200
WA,"Seattle-Tacoma-Bellevue, WA","Biological Scientists, All Other",0.377,1.58,76290
WA,"Seattle-Tacoma-Bellevue, WA",Conservation Scientists,0.082,0.57,61670
WA,"Seattle-Tacoma-Bellevue, WA",Foresters,0.037,0.55,57810
WA,"Seattle-Tacoma-Bellevue, WA",Epidemiologists,0.124,3.08,84510
WA,"Seattle-Tacoma-Bellevue, WA","Medical Scientists, Except Epidemiologists",2.122,2.85,61990
WA,"Seattle-Tacoma-Bellevue, WA","Life Scientists, All Other",0.081,1.17,70770
WA,"Seattle-Tacoma-Bellevue, WA",Physicists,0.150,1.20,121950
WA,"Seattle-Tacoma-Bellevue, WA",Atmospheric and Space Scientists,0.074,0.92,85410
WA,"Seattle-Tacoma-Bellevue, WA",Chemists,0.388,0.61,59250
WA,"Seattle-Tacoma-Bellevue, WA","Environmental Scientists and Specialists, Including Health",1.333,2.03,73710
