state,msa,jobtitle,capacity,density,medianSalary
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Dancers,0.121,1.46,0
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Choreographers,0.039,0.87,62180
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Music Directors and Composers,0.269,1.66,0
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Musicians and Singers,0.638,2.22,0
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Entertainers and Performers, Sports and Related Workers, All Other",0.064,0.55,0
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Radio and Television Announcers,0.153,0.68,47610
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Public Address System and Other Announcers,0.093,1.69,39100
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Broadcast News Analysts,0.036,1.12,0
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Reporters and Correspondents,0.421,1.35,48550
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Public Relations Specialists,2.627,1.71,63310
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Editors,2.377,3.30,71500
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Technical Writers,0.290,0.81,81700
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Writers and Authors,0.758,2.36,71450
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Interpreters and Translators,0.356,0.97,57650
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Media and Communication Workers, All Other",0.147,0.78,48480
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Audio and Video Equipment Technicians,0.672,1.51,56620
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Broadcast Technicians,0.244,1.24,60660
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Radio Operators,0.011,1.39,63800
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Sound Engineering Technicians,0.249,2.45,61100
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Photographers,0.516,1.34,44590
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Camera Operators, Television, Video, and Motion Picture",0.195,1.44,58810
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Film and Video Editors,0.447,2.47,67750
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Media and Communication Equipment Workers, All Other",0.104,0.80,59630
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Healthcare Practitioners and Technical Occupations,54.762,0.94,78430
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Chiropractors,0.184,0.83,83560
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Dentists, General",0.885,1.22,140400
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Oral and Maxillofacial Surgeons,0.069,1.83,0
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Orthodontists,0.031,0.68,0
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Dentists, All Other Specialists",0.029,0.71,137970
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Dietitians and Nutritionists,0.513,1.16,64350
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Optometrists,0.272,1.10,110470
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Pharmacists,2.164,1.01,115960
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Anesthesiologists,0.358,1.61,0
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Family and General Practitioners,0.360,0.39,148190
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Internists, General",0.306,0.86,182150
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Obstetricians and Gynecologists,0.261,1.62,0
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Pediatricians, General",0.311,1.36,159920
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Psychiatrists,0.381,2.05,162290
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Surgeons,0.345,1.13,0
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Physicians and Surgeons, All Other",4.702,2.04,163350
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Physician Assistants,0.954,1.41,102270
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Podiatrists,0.107,1.63,121890
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Occupational Therapists,0.976,1.19,83150
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Physical Therapists,1.772,1.19,88290
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Radiation Therapists,0.139,1.15,97240
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Recreational Therapists,0.186,1.40,53100
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Respiratory Therapists,0.678,0.77,71420
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Speech-Language Pathologists,1.087,1.16,86890
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Exercise Physiologists,0.027,0.55,58180
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Therapists, All Other",0.086,0.99,56430
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Veterinarians,0.307,0.66,124750
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Registered Nurses,18.696,0.94,83690
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Nurse Anesthetists,0.165,0.61,166490
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Nurse Midwives,0.042,1.11,101670
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Nurse Practitioners,0.969,1.07,111280
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Audiologists,0.091,1.00,89640
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Health Diagnosing and Treating Practitioners, All Other",0.335,1.28,78420
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Medical and Clinical Laboratory Technologists,1.164,0.97,68370
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Medical and Clinical Laboratory Technicians,0.794,0.67,48890
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Dental Hygienists,1.162,0.80,82290
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Cardiovascular Technologists and Technicians,0.290,0.77,63700
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Diagnostic Medical Sonographers,0.521,1.18,68820
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Nuclear Medicine Technologists,0.138,0.92,83650
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Radiologic Technologists,1.383,0.97,69700
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Magnetic Resonance Imaging Technologists,0.177,0.72,78370
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Emergency Medical Technicians and Paramedics,1.624,0.93,37710
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Dietetic Technicians,0.086,0.41,39540
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Pharmacy Technicians,1.943,0.71,32510
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Psychiatric Technicians,0.125,0.26,43700
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Respiratory Therapy Technicians,0.040,0.51,60760
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Surgical Technologists,0.574,0.79,50780
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Veterinary Technologists and Technicians,0.466,0.67,37520
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Ophthalmic Medical Technicians,0.182,0.68,37000
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Licensed Practical and Licensed Vocational Nurses,4.059,0.79,53000
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Medical Records and Health Information Technicians,0.779,0.57,46030
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Opticians, Dispensing",0.292,0.54,52160
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Orthotists and Prosthetists,0.054,0.94,73560
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Hearing Aid Specialists,0.014,0.33,0
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Health Technologists and Technicians, All Other",0.511,0.72,47440
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Occupational Health and Safety Specialists,0.306,0.63,76980
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Occupational Health and Safety Technicians,0.091,0.88,55370
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Athletic Trainers,0.093,0.56,55810
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Genetic Counselors,0.011,0.66,80570
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Healthcare Practitioners and Technical Workers, All Other",0.091,0.30,81660
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Healthcare Support Occupations,40.396,1.39,27050
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Home Health Aides,17.050,2.88,21460
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Psychiatric Aides,0.709,1.31,36660
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Nursing Assistants,11.696,1.11,33140
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Orderlies,0.618,1.59,32340
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Occupational Therapy Assistants,0.155,0.65,60660
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Occupational Therapy Aides,0.027,0.43,35420
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Physical Therapist Assistants,0.372,0.65,60280
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Physical Therapist Aides,0.618,1.71,26550
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Massage Therapists,0.632,0.97,46040
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Dental Assistants,2.240,0.96,36210
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Medical Assistants,3.340,0.77,33320
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Medical Equipment Preparers,0.328,0.88,36500
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Medical Transcriptionists,0.293,0.65,41730
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Pharmacy Aides,0.251,0.82,25300
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Veterinary Assistants and Laboratory Animal Caretakers,0.298,0.57,26710
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Phlebotomists,0.845,1.02,36510
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Healthcare Support Workers, All Other",0.923,1.26,36260
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Protective Service Occupations,31.414,1.29,42050
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",First-Line Supervisors of Correctional Officers,0.213,0.64,101820
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",First-Line Supervisors of Police and Detectives,1.284,1.71,113280
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",First-Line Supervisors of Fire Fighting and Prevention Workers,0.394,0.89,110900
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","First-Line Supervisors of Protective Service Workers, All Other",0.717,1.44,55440
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Firefighters,1.333,0.58,85620
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Fire Inspectors and Investigators,0.160,1.91,54100
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Forest Fire Inspectors and Prevention Specialists,0.009,0.71,52390
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Bailiffs,0.315,2.61,67730
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Correctional Officers and Jailers,2.017,0.63,79530
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Detectives and Criminal Investigators,1.078,1.34,101290
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Fish and Game Wardens,0.013,0.31,57600
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Parking Enforcement Workers,0.095,1.48,36350
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Police and Sheriff's Patrol Officers,5.949,1.26,85230
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Transit and Railroad Police,0.008,0.30,82440
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Animal Control Workers,0.050,0.50,36560
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Private Detectives and Investigators,0.166,0.84,62050
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Gaming Surveillance Officers and Gaming Investigators,0.007,0.10,34630
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Security Guards,13.186,1.65,29600
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Crossing Guards,1.503,3.06,32360
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0.920,0.92,22200
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Transportation Security Screeners,0.460,1.44,39630
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Protective Service Workers, All Other",1.536,1.84,26570
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Food Preparation and Serving Related Occupations,74.761,0.82,21060
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Chefs and Head Cooks,1.229,1.41,52630
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",First-Line Supervisors of Food Preparation and Serving Workers,5.153,0.80,37790
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Cooks, Fast Food",2.028,0.53,19290
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Cooks, Institution and Cafeteria",1.662,0.56,31900
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Cooks, Restaurant",0,0,26380
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Cooks, Short Order",0.935,0.70,21750
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Cooks, All Other",0.145,1.05,25720
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Food Preparation Workers,6.679,1.06,22590
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Bartenders,3.942,0.92,21390
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Combined Food Preparation and Serving Workers, Including Fast Food",15.612,0.67,18860
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",0,0,18910
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Waiters and Waitresses,15.967,0.88,19860
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Food Servers, Nonrestaurant",2.187,1.18,28100
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Dining Room and Cafeteria Attendants and Bartender Helpers,3.572,1.18,18890
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Dishwashers,3.164,0.85,19300
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.079,0.75,21410
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Food Preparation and Serving Related Workers, All Other",0.244,0.72,19720
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Building and Grounds Cleaning and Maintenance Occupations,35.238,1.09,30030
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",First-Line Supervisors of Housekeeping and Janitorial Workers,1.423,1.14,52100
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0.566,0.76,53870
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",21.430,1.35,28960
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Maids and Housekeeping Cleaners,5.665,0.82,30570
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Building Cleaning Workers, All Other",0.103,0.89,33560
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Pest Control Workers,0.395,0.79,33590
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Landscaping and Groundskeeping Workers,5.080,0.79,28320
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Pesticide Handlers, Sprayers, and Applicators, Vegetation",0.059,0.34,36650
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Tree Trimmers and Pruners,0.174,0.59,42140
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Grounds Maintenance Workers, All Other",0.343,2.50,23270
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Personal Care and Service Occupations,37.199,1.21,23990
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Gaming Supervisors,0.010,0.05,41830
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Slot Supervisors,0.008,0.15,41120
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",First-Line Supervisors of Personal Service Workers,1.621,1.35,42430
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Animal Trainers,0.070,0.85,35470
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Nonfarm Animal Caretakers,1.116,0.93,23130
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Gaming and Sports Book Writers and Runners,0.100,1.11,29410
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Motion Picture Projectionists,0.046,0.98,27990
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Ushers, Lobby Attendants, and Ticket Takers",0.900,1.07,22720
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Amusement and Recreation Attendants,1.705,0.84,19920
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Costume Attendants,0.135,2.92,67550
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Locker Room, Coatroom, and Dressing Room Attendants",0.218,1.65,26000
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Entertainment Attendants and Related Workers, All Other",0.017,0.13,27220
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Funeral Attendants,0,0,24040
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Morticians, Undertakers, and Funeral Directors",0,0,64740
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Barbers,0.192,1.84,21520
NY,"New York-Northern New Jersey-Long Island, NY-NJ-PA","Hairdressers, Hairstylists, and Cosmetologists",2.973,1.17,26170
